objectid,palika,district,palika_name,gn_type,province_code,district_code,mun_code,lu_cbs_code,hlcit_id,admin2pcode,indicators,value,Fulltitle,Abstract,Category,Year,value_formula,,,HLICT_Code,Community_school
,Bhageshwar Gaunpalika,DADELDHURA,Bhageshwar,Gaunpalika,7,73,742,70504,524 7 73 4 001,NP0773401,e_i_f_n_c_s,35,Community School,,Total number of schools community/institutional,,35,,,524 1 01 4 007,36
,Ajaymeru Gaunpalika,DADELDHURA,Ajaymeru,Gaunpalika,7,73,739,70503,524 7 73 4 002,NP0773402,e_i_f_n_c_s,33,Community School,,Total number of schools community/institutional,,33,,,524 5 49 4 002,42
,Nawadurga Gaunpalika,DADELDHURA,Nawadurga,Gaunpalika,7,73,744,70501,524 7 73 4 003,NP0773403,e_i_f_n_c_s,30,Community School,,Total number of schools community/institutional,,30,,,,
,Alital Gaunpalika,DADELDHURA,Alital,Gaunpalika,7,73,740,70506,524 7 73 4 004,NP0773404,e_i_f_n_c_s,42,Community School,,Total number of schools community/institutional,,42,,,,
,Ganayapdhura Gaunpalika,DADELDHURA,Ganayapdhura,Gaunpalika,7,73,743,70507,524 7 73 4 005,NP0773405,e_i_f_n_c_s,25,Community School,,Total number of schools community/institutional,,25,,,,
,Dasharathchanda Nagarpalika,BAITADI,Dasharathchanda,Nagarpalika,7,74,746,70405,524 7 74 3 001,NP0774301,e_i_f_n_c_s,57,Community School,,Total number of schools community/institutional,,57,,,,
,Purchaudi Nagarpalika,BAITADI,Purchaudi,Nagarpalika,7,74,752,70403,524 7 74 3 002,NP0774302,e_i_f_n_c_s,88,Community School,,Total number of schools community/institutional,,88,,,,
,Melauli Nagarpalika,BAITADI,Melauli,Nagarpalika,7,74,749,70408,524 7 74 3 003,NP0774303,e_i_f_n_c_s,46,Community School,,Total number of schools community/institutional,,46,,,,
,Patan Nagarpalika,BAITADI,Patan,Nagarpalika,7,74,751,70409,524 7 74 3 004,NP0774304,e_i_f_n_c_s,65,Community School,,Total number of schools community/institutional,,65,,,,
,Dilasaini Gaunpalika,BAITADI,Dilasaini,Gaunpalika,7,74,747,70401,524 7 74 4 001,NP0774401,e_i_f_n_c_s,57,Community School,,Total number of schools community/institutional,,57,,,,
,Dogadakedar Gaunpalika,BAITADI,Dogadakedar,Gaunpalika,7,74,748,70402,524 7 74 4 002,NP0774402,e_i_f_n_c_s,60,Community School,,Total number of schools community/institutional,,60,,,,
,Surnaya Gaunpalika,BAITADI,Surnaya,Gaunpalika,7,74,755,70404,524 7 74 4 003,NP0774403,e_i_f_n_c_s,38,Community School,,Total number of schools community/institutional,,38,,,,
,Pancheshwar Gaunpalika,BAITADI,Pancheshwar,Gaunpalika,7,74,750,70406,524 7 74 4 004,NP0774404,e_i_f_n_c_s,34,Community School,,Total number of schools community/institutional,,34,,,,
,Shivanath Gaunpalika,BAITADI,Shivanath,Gaunpalika,7,74,753,70407,524 7 74 4 005,NP0774405,e_i_f_n_c_s,36,Community School,,Total number of schools community/institutional,,36,,,,
,Sigas Gaunpalika,BAITADI,Sigas,Gaunpalika,7,74,754,70410,524 7 74 4 006,NP0774406,e_i_f_n_c_s,59,Community School,,Total number of schools community/institutional,,59,,,,
,Mahakali Nagarpalika,DARCHULA,Mahakali,Nagarpalika,7,75,760,70303,524 7 75 3 001,NP0775301,e_i_f_n_c_s,50,Community School,,Total number of schools community/institutional,,50,,,,
,Shailyashikhar Nagarpalika,DARCHULA,Shailyashikhar,Nagarpalika,7,75,764,70307,524 7 75 3 002,NP0775302,e_i_f_n_c_s,51,Community School,,Total number of schools community/institutional,,51,,,,
,Byas Gaunpalika,DARCHULA,Byas,Gaunpalika,7,75,757,40702,524 7 75 4 001,NP0775401,e_i_f_n_c_s,25,Community School,,Total number of schools community/institutional,,25,,,,
,Dunhu Gaunpalika,DARCHULA,Dunhu,Gaunpalika,7,75,758,70302,524 7 75 4 002,NP0775402,e_i_f_n_c_s,19,Community School,,Total number of schools community/institutional,,19,,,,
,Apihimal Gaunpalika,DARCHULA,Apihimal,Gaunpalika,7,75,756,70305,524 7 75 4 003,NP0775403,e_i_f_n_c_s,24,Community School,,Total number of schools community/institutional,,24,,,,
,Malikaarjun Gaunpalika,DARCHULA,Malikaarjun,Gaunpalika,7,75,761,70308,524 7 75 4 004,NP0775404,e_i_f_n_c_s,46,Community School,,Total number of schools community/institutional,,46,,,,
,Naugad Gaunpalika,DARCHULA,Naugad,Gaunpalika,7,75,763,70304,524 7 75 4 005,NP0775405,e_i_f_n_c_s,42,Community School,,Total number of schools community/institutional,,42,,,,
,Lekam Gaunpalika,DARCHULA,Lekam,Gaunpalika,7,75,759,70309,524 7 75 4 006,NP0775406,e_i_f_n_c_s,46,Community School,,Total number of schools community/institutional,,46,,,,
,Marma Gaunpalika,DARCHULA,Marma,Gaunpalika,7,75,762,70306,524 7 75 4 007,NP0775407,e_i_f_n_c_s,43,Community School,,Total number of schools community/institutional,,43,,,,
